#DS_DDI,drug_name,GPI,KDC,route,dosage_form,ddi_strength,strength_units,lastchange
137971,"Coenzyme Q10",95094515000570,2225001,OR,CHEW,"600","MG",20140101
137973,"TGT Stool Softener & Stimulant",46991002770320,2622501,OR,TABS,"8.6-50","MG",20140101
137974,"Carni Q-Gel Forte",95990208700120,2621301,OR,CAPS,"30-250","MG",20140101
137975,"TGT Fiber Laxative",46300020100310,2626501,OR,TABS,"625","MG",20140101
137977,"TGT Senna",46200060200303,120101,OR,TABS,"8.6","MG",20140101
137978,"TGT Senna Laxative",46991002770320,2014801,OR,TABS,"8.6-50","MG",20140101
137979,"TGT Natural Laxative Pills",46200060200325,2352101,OR,TABS,"25","MG",20140101
137980,"Chew Q",95094515000570,2225001,OR,CHEW,"600","MG",20140101
137981,"Chew Q",95094515000520,633101,OR,CHEW,"30","MG",20140101
137982,"TGT Gas Relief Extra Strength",52200020000530,369401,OR,CHEW,"125","MG",20140101
137983,"TGT Dairy Digestive Aid",51200005000360,277301,OR,TABS,"9000","UNIT",20140101
137984,"TGT Lubricant Eye Nighttime",86209902904220,632001,OP,OINT,"83-15","%",20140101
137987,"TGT Miconazole 7",55104050103710,1994001,VA,CREA,"2","%",20140101
137990,"TGT Nicotine Polacrilex",62100010004720,1863001,MT,LOZG,"4","MG",20140101
137991,"TGT Nicotine Polacrilex",62100010002810,281202,MT,GUM ,"2","MG",20140101
137992,"TGT Nicotine Polacrilex",62100010002820,2080401,MT,GUM ,"4","MG",20140101
137997,"Polyethylene Glycol 3350-GRX",46600033002910,107601,OR,POWD,,,20140101
137998,"Glucosamine Chondroitin Adv",99850000000300,3791701,OR,TABS,,,20170405
138000,"Bull Frog FastBlast SPF 36",90920000000900,2623201,EX,LIQD,,,20140101
138001,"Bull Frog Mosquito Coast",90972595000900,0,EX,LIQD,,,20161005
138002,"Triacting Day Time Cold/Cough",43995602152010,2622701,OR,SOLN,"2.5-5","MG/5ML",20140101
138008,"SM Allergy Multi-Symptom",43994003100315,403301,OR,TABS,"2-5-325","MG",20140101
138013,"Tonsilla Compositum",99870010000900,0,OR,LIQD,,,20140101
138014,"Solidago Compositum",99870010000900,0,OR,LIQD,,,20140101
138015,"Galium Heel",99870010000900,0,OR,LIQD,,,20140101
138018,"Plastic Adhesive Bandages",97301000000000,0,XX,MISC,,,20140101
138019,"Atropinum Compositum",99870010000700,0,SL,SUBL,,,20140101
138020,"Circulo Heel",99870010000700,0,SL,SUBL,,,20140101
138021,"Cutis Compositum",99870010000700,0,SL,SUBL,,,20140101
138024,"Granisetron",50250035005920,615602,TD,PTCH,"3.1","MG/24HR",20140101
138025,"Echinacea Compositum Forte",99870010000700,0,SL,SUBL,,,20140101
138026,"Erigotheel",99870010000700,0,SL,SUBL,,,20140101
138027,"Glyoxal Compositum",99870010000700,0,SL,SUBL,,,20140101
138028,"Hepar Compositum",99870010000700,0,SL,SUBL,,,20140101
138029,"Histamin",99870010000700,0,SL,SUBL,,,20140101
138031,"Prenat-FeCbn-FeAs-FA-DSS-Omega",78512092000130,0,OR,CAPS,"20-7-1","MG",20140101
138032,"Cleviprex",34000007101620,3137901,IV,EMUL,"0.5","MG/ML",20140101
138036,"Anacardium Homaccord",99870010000900,0,OR,LIQD,,,20140101
138037,"Aesculus Compositum",99870010000900,0,OR,LIQD,,,20140101
138038,"Circulo-Heel",99870010000900,0,OR,LIQD,,,20140101
138040,"Causticum Compositum",99870010000900,0,OR,LIQD,,,20140101
138041,"DairyCare",51990002096520,2621801,OR,CPDR,"15-190","MG",20140101
138042,"Arnica-Heel",99870010000900,0,OR,LIQD,,,20140101
138051,"Berberis Homaccord",99870010000900,0,OR,LIQD,,,20140101
138052,"Adult Wash Cloths with Aloe",90972030006320,2624501,EX,MISC,"3","%",20140101
138053,"Cetaphil Daily Facial Moist",90650000004100,2624401,EX,LOTN,,,20140101
138054,"Cetaphil Gentle Cleansing",90973000003500,2624701,EX,BAR ,,,20140101
138055,"Gold Bond Ultimate",90650000004100,3955601,EX,LOTN,,,20180704
138056,"Gold Bond Ultimate Softening",90650000004100,2625201,EX,LOTN,,,20140101
138057,"TGT Clotrimazole",90154020003705,945001,EX,CREA,"1","%",20140101
138058,"TGT Anti-Itch Plus Oatmeal",90550075003720,2426401,EX,CREA,"1","%",20140101
138059,"TGT Anti-Itch/Aloe/Vit E",90550075003720,2625301,EX,CREA,"1","%",20140101
138060,"TGT Fiber Therapy",46300030102958,2390701,OR,POWD,"58.6","%",20140101
138061,"TGT Fiber Therapy",46300030102929,2625401,OR,POWD,"28.3","%",20140101
138062,"TGT Glucose",27309902400520,3216001,OR,CHEW,"4-6","GM-MG",20140101
138068,"Osteo Bi-Flex Joint Shield",99850000000300,2385801,OR,TABS,,,20140101
138069,"Mucus Relief D",43996202300312,426001,OR,TABS,"40-400","MG",20140101
138070,"SM Cough/Sore Throat Daytime",43995502200915,2064901,OR,LIQD,"1000-30","MG/30ML",20140101
138071,"SM Prenatal Vitamins",78512015000328,2875401,OR,TABS,"28-0.8","MG",20140101
138072,"SM Multi-Purpose",86902000002000,2433701,XX,SOLN,,,20140101
138073,"SM Eye Drops",86409904502020,2601901,OP,SOLN,"0.05-0.1-1-1","%",20140101
138075,"Scalpicin",90750030000912,2661701,EX,LIQD,"3","%",20140101
138078,"Discus Compositum",99870010000900,0,OR,LIQD,,,20140101
138079,"Coenzyme Compositum",99870010000900,0,OR,LIQD,,,20140101
138080,"Cimicifuga Homaccord",99870010000900,0,OR,LIQD,,,20140101
138084,"Tussin CF Cough & Cold",43997303100908,2626901,OR,LIQD,"5-10-100","MG/5ML",20140101
138090,"Aveeno Moisturizing",90973000003500,2627601,EX,BAR ,,,20140101
138091,"Johnsons Baby Wash Moisture",97550000000900,2911301,EX,LIQD,,,20140101
138096,"Colocynthis Homaccord",99870010000900,0,OR,LIQD,,,20140101
138097,"Cocculus Compositum",99870010000900,0,OR,LIQD,,,20140101
138098,"Colnadul",99870010000900,0,OR,LIQD,,,20140101
138099,"Cralonin",99870010000900,0,OR,LIQD,,,20140101
138100,"Cor Compositum",99870010000900,0,OR,LIQD,,,20140101
138102,"Ginseng Compositum",99870010000900,0,OR,LIQD,,,20140101
138103,"Glyoxal Compositum",99870010000900,0,OR,LIQD,,,20140101
138104,"Neuralgo Rheum",99870010000700,0,SL,SUBL,,,20140101
138105,"Hormeel",99870010000900,0,OR,LIQD,,,20140101
138106,"Rauwolfia Compositum",99870010000900,0,OR,LIQD,,,20140101
138109,"Ubichinon Compositum",99870010000900,0,OR,LIQD,,,20140101
138110,"Viscum Compositum Medium",99870010000900,0,OR,LIQD,,,20140101
138111,"Lamioflur",99870010000900,0,OR,LIQD,,,20140101
138112,"Neuro-Heel",99870010000700,0,SL,SUBL,,,20140101
138113,"Neuralgo Rheum",99870010000900,0,OR,LIQD,,,20140101
138114,"Leptandra Compositum",99870010000900,0,OR,LIQD,,,20140101
138115,"Evolution Autocode",97202010006200,0,XX,DEVI,,,20140101
138116,"Evolution Autocode",94100030006100,0,VI,STRP,,,20140101
138119,"Curad Non-Stick",97303000004320,0,XX,PADS,"3\"X4\"",,20140101
138142,"Evolution Control",97202007100920,0,VI,SOLN,"Normal",,20140101
138143,"Venlafaxine HCl ER",58180090107510,615101,OR,TB24,"37.5","MG",20140101
138144,"Venlafaxine HCl ER",58180090107520,615101,OR,TB24,"75","MG",20140101
138145,"Venlafaxine HCl ER",58180090107530,615101,OR,TB24,"150","MG",20140101
138146,"Venlafaxine HCl ER",58180090107540,615101,OR,TB24,"225","MG",20170405
138150,"Sancuso",50250035005920,615602,TD,PTCH,"3.1","MG/24HR",20140101
138156,"Lip Balm Base",98600050004200,107601,EX,OINT,,,20140101
138159,"VaniBase",98600012003700,2629101,EX,CREA,,,20140101
138164,"Doxycycline Monohyd-Omega 3-E",04000020756420,2629801,OR,KIT ,"75","MG",20140101
138167,"Safflower Oil-Wax-Coconut Oil",98600086004200,2629401,XX,OINT,,,20140101
138168,"Lip Balm Base Natural",98600086004200,2629401,XX,OINT,,,20140101
138170,"Lidocaine-Benzalkonium",90859902850918,700001,EX,LIQD,"2.5-0.13","%",20140101
138171,"Bactine",90859902850918,2629501,EX,LIQD,"2.5-0.13","%",20140101
138183,"OneTouch UltraLink",97202010006410,0,XX,KIT ,"w/Device",,20140101
138201,"FA-Cyanocobalamin-B6-D-Ca-Aloe",82991506250340,2630501,OR,TABS,,,20140101
138202,"Rx Support HB/Reflux/Aloe",82991506250340,2630501,OR,TABS,,,20140101
138203,"Forteo",30044070002020,1851901,SC,SOLN,"600","MCG/2.4ML",20140101
138204,"NutriDox",04000020756420,2629801,OR,KIT ,"75","MG",20140101
138205,"Ultraswim Ultra Repair",90974000004500,2630701,EX,SHAM,,,20140101
138206,"NewPhase Complete",81200000000300,2631001,OR,TABS,,,20140101
138207,"NewPhase Complete ES",81200000000300,2631101,OR,TABS,,,20140101
138216,"Omnigest EZ",51209900000300,1160301,OR,TABS,,,20140101
138217,"Wal-Flu Severe Cold Night Time",43994003323050,2631901,OR,PACK,"20-10-650","MG",20140101
138218,"Ortho Diaphragm All-Flex",97402010005445,0,VA,DPRH,"65","MM",20140101
138222,"Ortho Diaphragm All-Flex",97402010005450,0,VA,DPRH,"70","MM",20140101
138223,"Cortizone-10/Aloe",90559902503720,2632301,EX,CREA,"1","%",20140101
138224,"Ortho Diaphragm All-Flex",97402010005455,0,VA,DPRH,"75","MM",20140101
138225,"Ortho Diaphragm All-Flex",97402010005460,0,VA,DPRH,"80","MM",20140101
138226,"Cortizone-10 Intensive Healing",90559902503720,2632601,EX,CREA,"1","%",20140101
138227,"Balmex Skin Protectant",90972000004200,100101,EX,OINT,,,20140101
138228,"Ortho All-Flex Fitting Set",97700000000000,0,XX,MISC,,,20140101
138229,"Gold Bond Ultimate Restoring",90650000004100,2632701,EX,LOTN,,,20140101
138231,"Gold Bond Ultimate Healing",90650000003700,2625201,EX,CREA,,,20140101
138235,"Artiss",84209904102000,2632801,EX,SOLN,,,20140101
138238,"Selsun Blue Naturals",90750030004515,2633501,EX,SHAM,"3","%",20140101
138239,"Menthol (Topical Analgesic)",90070060004120,2633801,EX,LOTN,"7.5","%",20140101
138240,"Capsaicin-Menthol",90859902685930,673701,EX,PTCH,"0.025-5","%",20150107
138241,"Bull Frog Quik SPF 36",90920000004000,2633601,EX,GEL ,,,20140101
138242,"Bull Frog Quik Sport SPF 36",90920000004000,2633601,EX,GEL ,,,20140101
138243,"Icy Hot PM",90859902685930,2633701,EX,PTCH,"0.025-5","%",20140101
138244,"SM Bunion Cushions",97800000004300,0,XX,PADS,,,20140101
138245,"SM Callus Cushions",97800000004300,0,XX,PADS,,,20140101
138247,"Icy Hot PM",90070060004120,2633801,EX,LOTN,"7.5","%",20140101
138248,"SM Corn Cushions",97800000004300,0,XX,PADS,,,20140101
138249,"SM Moleskin Plus",97800000004300,0,XX,PADS,,,20140101
138251,"Olive Leaf",95453634000130,93101,OR,CAPS,"500","MG",20140101
138252,"Menthol (Topical Analgesic)",90070060004035,78301,EX,GEL ,"10","%",20150701
138253,"Acai",95030904000130,2634001,OR,CAPS,"500","MG",20140101
138254,"Olive Leaf Extract",95453634000130,93101,OR,CAPS,"500","MG",20140101
138256,"Benzocaine-Menthol",88359902154795,302901,MT,LOZG,"15-3.6","MG",20140101
138257,"Acidophilus High-Potency",47300025000100,2589001,OR,CAPS,,,20140101
138276,"Aspercreme Heat",90070060004035,2633901,EX,GEL ,"10","%",20150701
138277,"Horny Goat Weed",99850000000100,2634901,OR,CAPS,,,20140101
138278,"DM-Phenylephrine-Acetaminophen",43996903403030,1917501,OR,PACK,"20-10-650","MG",20140101
138280,"Abropernol",99870010000700,0,SL,SUBL,,,20140101
138281,"Luffeel",99870010000950,0,NA,LIQD,,,20140101
138282,"Euphorbium Sinus Relief",99870010000950,0,NA,LIQD,,,20140101
138295,"SM Denture Cleanser",97501000000800,0,XX,TBEF,,,20140101
138299,"SM Baby Powder",90975080002900,131101,EX,POWD,,,20140101
138300,"SM Dental Floss Unwaxed",97502040006300,0,XX,MISC,,,20140101
138301,"SM Dental Floss Waxed",97502040006300,0,XX,MISC,,,20140101
138308,"Warm Mist Vaporizer",97103000000000,0,XX,MISC,,,20140101
138309,"Toothbrush Medium",97502010006300,0,XX,MISC,,,20140101
138310,"Dental Tape Waxed",97502040006300,0,XX,MISC,,,20140101
138332,"Boost Kid Essentials 1.0 Cal",81200000000900,3557101,OR,LIQD,,,20150701
138338,"OB-Natal One",78512016000130,2635801,OR,CAPS,"27-1","MG",20140101
138339,"Imodium Multi-Symptom Relief",47991002080320,988901,OR,TABS,"2-125","MG",20170104
138340,"Comfort-Stretch Training Pants",97552000000000,0,XX,MISC,,,20140101
138342,"Sleep Pants for Boys S/M",97552000000000,0,XX,MISC,,,20140101
138356,"Durezol",86300012001620,2554101,OP,EMUL,"0.05","%",20140101
138357,"Rivaroxaban",83370060000320,2635901,OR,TABS,"10","MG",20140101
138358,"Xarelto",83370060000320,2635901,OR,TABS,"10","MG",20140101
138359,"Catheter Insertion Tray",97150500006400,0,XX,KIT ,,,20140101
138360,"McGuire Male Urinal",97152000006300,0,XX,MISC,,,20140101
138361,"McGuire Replacement Sheath",97152000006300,0,XX,MISC,,,20140101
138362,"McGuire Connector/Tubing",97152000006300,0,XX,MISC,,,20140101
138363,"Manhood Absorbent Pouch",97152020006300,0,XX,MISC,,,20140101
138364,"Comfort Mate Adjustable Strap",97152000006300,0,XX,MISC,,,20140101
138365,"Uro-Tex Leg Bag",97152000006300,0,XX,MISC,,,20140101
138366,"Oval Pessary/Support",97700000000000,0,XX,MISC,,,20140101
138367,"Donut Pessary",97700000000000,0,XX,MISC,,,20140101
138368,"Gellhorn Pessary",97700000000000,0,XX,MISC,,,20140101
138369,"Shaatz Pessary",97700000000000,0,XX,MISC,,,20140101
138370,"Dish Pessary",97700000000000,0,XX,MISC,,,20140101
138373,"Dish Pessary/Support",97700000000000,0,XX,MISC,,,20140101
138377,"Reno Caps",78133000000130,2442401,OR,CAPS,"1","MG",20140101
138379,"Mar-Land Pessary",97700000000000,0,XX,MISC,,,20140101
138380,"Mar-Land Pessary/Support",97700000000000,0,XX,MISC,,,20140101
138382,"Lutein",95366360000140,1390001,OR,CAPS,"20000","MCG",20140101
138383,"Diabetic Socks Medium",97350000000000,0,XX,MISC,,,20140101
138384,"Diabetic Socks Large",97350000000000,0,XX,MISC,,,20140101
138387,"Omnitrope",30100020002056,2191001,SC,SOLN,"10","MG/1.5ML",20140101
138390,"Spenco Rx Heel Cushions Small",97800000004300,0,XX,PADS,,,20140101
138391,"Spenco Orthotic Arch Supports",97800000006300,0,XX,MISC,,,20140101
138392,"Dextromethorphan HBr",43102030500925,40602,OR,LIQD,"15","MG/15ML",20140101
138393,"Cube Pessary",97700000000000,0,XX,MISC,,,20140101
138394,"Cube Pessary/Drains",97700000000000,0,XX,MISC,,,20140101
138395,"Gehrung Pessary/Support",97700000000000,0,XX,MISC,,,20140101
138397,"Hodge Pessary",97700000000000,0,XX,MISC,,,20140101
138398,"Hodge Pessary/Support",97700000000000,0,XX,MISC,,,20140101
138399,"Ring Pessary",97700000000000,0,XX,MISC,,,20140101
138400,"Ring Pessary/Support",97700000000000,0,XX,MISC,,,20140101
138404,"Vicks DayQuil Cough",43102030500925,2290601,OR,LIQD,"15","MG/15ML",20140101
138405,"Catheter Irrigation Tray",97152000006400,0,XX,KIT ,,,20140101
138406,"Monoject Magellan Syringe",97051040036320,0,XX,MISC,"20G X 1\"","3 ML",20140101
138407,"Geri-Hydrolac 5",90650015004110,2636701,EX,LOTN,"5","%",20140101
138408,"Geri-Hydrolac 12",90650015003730,2636901,EX,CREA,"12","%",20140101
138409,"Auro-Dri",87400045000950,70101,OT,LIQD,"95","%",20140101
138417,"Johnsons Baby Shea/Cocoa",97550000004100,2911501,EX,LOTN,,,20140101
138418,"PrednisoLONE Sodium Phosphate",22100040202060,2529501,OR,SOLN,"20","MG/5ML",20170405
138419,"Veripred 20",22100040202060,2529501,OR,SOLN,"20","MG/5ML",20170405
138420,"Cholecalciferol",77202032000950,298001,OR,LIQD,"400","UNT/0.03ML",20140101
138421,"Cholecalciferol",77202032000960,298001,OR,LIQD,"1000","UNT/0.03ML",20140101
138422,"Cholecalciferol",77202032000970,298001,OR,LIQD,"2000","UNT/0.03ML",20140101
138423,"Cod Liver Oil For Kids",78101030001700,2637601,OR,OIL ,,,20140101
138424,"Swim Ear",87400045000950,70101,OT,LIQD,"95","%",20140101
138425,"Baby Ddrops",77202032000950,298001,OR,LIQD,"400","UNT/0.03ML",20140101
138426,"Ddrops",77202032000960,298001,OR,LIQD,"1000","UNT/0.03ML",20140101
138427,"Ddrops",77202032000970,298001,OR,LIQD,"2000","UNT/0.03ML",20140101
138437,"NiCARdipine HCl in Dextrose",34000018122020,2637701,IV,SOLN,"20-4.8","MG/200ML-%",20140101
138438,"NiCARdipine HCl in NaCl",34000018142020,2637801,IV,SOLN,"20-0.86","MG/200ML-%",20140101
138439,"Lidocaine HCl",86750016104020,72701,OP,GEL ,"3.5","%",20140101
138440,"CeraSport EX1",79991000003000,2875601,OR,PACK,,,20140101
138441,"Millipred",22100040000305,2638201,OR,TABS,"5","MG",20140101
138442,"Akten",86750016104020,72701,OP,GEL ,"3.5","%",20140101
138443,"Risacal-D",79109903100314,421301,OR,TABS,"105-81-120","MG-MG-UNIT",20160406
138459,"Huggies Baby Wipes Calming",97550000006300,0,XX,MISC,,,20140101
138461,"Huggies Baby Wipes Gentle Care",97550000006300,0,XX,MISC,,,20140101
138462,"GoodNites Sleep Boxer Boys S/M",97552000000000,0,XX,MISC,,,20140101
138466,"CVS Spectravite",78310000000500,2639601,OR,CHEW,,,20140101
138467,"A Thru Z Select Advanced",78310000000300,293101,OR,TABS,,,20140101
138468,"Cold & Allergy",43993002300315,412901,OR,TABS,"4-10","MG",20140101
138477,"Boost Kid Essentials 1.5/Fiber",81200000000900,3557301,OR,LIQD,,,20150701
138479,"Carbidopa-Levodopa-Entacapone",73209903300325,1886501,OR,TABS,"18.75-75-200","MG",20140101
138480,"Carbidopa-Levodopa-Entacapone",73209903300335,1886501,OR,TABS,"31.25-125-200","MG",20140101
138481,"Stalevo 75",73209903300325,1886501,OR,TABS,"18.75-75-200","MG",20140101
138482,"Stalevo 125",73209903300335,1886501,OR,TABS,"31.25-125-200","MG",20140101
138483,"Prenat-FeBis-FePro-FA-CA-Omega",78515022006355,0,OR,MISC,"29-1-200 & 430","MG (DR)",20140101
138487,"Cod Liver Oil/Low Vitamin A",78101030000100,2641401,OR,CAPS,,,20140101
138489,"GNP ZooChews Gummies",78421000000500,2642101,OR,CHEW,,,20140101
138497,"Topiramate",96807049002900,821301,XX,POWD,,,20140101
138498,"Ped Electrolyte Freezer Pops",79991000002000,2330001,OR,SOLN,,,20140101
138499,"Peptamen OS",81200000000900,2642401,OR,LIQD,,,20140101
138500,"BD Luer-Lok Syringe",97051040016360,0,XX,MISC,"25G X 5/8\"","1 ML",20140101
138504,"Peptamen OS 1.5",81200000000900,2642401,OR,LIQD,,,20140101
138512,"Fiber",46300003000930,2642901,OR,LIQD,"11","GM/30ML",20140101
138513,"HyFiber with FOS",46300003000930,2642901,OR,LIQD,"11","GM/30ML",20140101
138514,"Spenco Arthritis Foot Cradles",97800000006300,0,XX,MISC,,,20140101
138515,"Spenco Rx Diabetic Support",97800000006300,0,XX,MISC,,,20140101
138536,"Folding Cane",97700000000000,0,XX,MISC,,,20140101
138537,"Transport Chair",97700000000000,0,XX,MISC,,,20140101
138538,"GNP One Step Pregnancy",94100050006000,0,VI,TEST,,,20140101
138540,"Scholls For Her Sporti Insoles",97800000006300,0,XX,MISC,,,20140101
138541,"Scholls For Her 16 HR Insoles",97800000006300,0,XX,MISC,,,20140101
138542,"Scholls Knee Pain Orthotics",97800000006300,0,XX,MISC,,,20140101
138544,"Bandage Roll 4.5\"x4yd",97350000000000,0,XX,MISC,,,20140101
138545,"First Aid Tape Paper",97304000004600,0,XX,TAPE,,,20140101
138546,"Cardene IV",34000018142020,2637801,IV,SOLN,"20-0.86","MG/200ML-%",20140101
138547,"Cardene IV",34000018122020,2637701,IV,SOLN,"20-4.8","MG/200ML-%",20140101
138548,"Phenyleph-Doxylamine-DM-APAP",43995904180925,2309001,OR,LIQD,"5-6.25-15-500","MG/15ML",20140101
138549,"Nite-Time Cold/Flu Relief",43995904180925,2643401,OR,LIQD,"5-6.25-15-500","MG/15ML",20140101
138550,"Coppertone ultraGUARD SPF30",90920000003200,2643601,EX,AERO,,,20140101
138552,"Coppertone Sport Spray SPF30",90920000003200,2643601,EX,AERO,,,20140101
138554,"Coppertone SPORT Faces SPF50",90920000004100,2643701,EX,LOTN,,,20140101
138555,"Acacia Gum",80500005002900,301,OR,POWD,,,20140101
138557,"Systane Ultra",86209902482020,706201,OP,SOLN,"0.4-0.3","%",20140101
138558,"HyFiber",80500005002900,301,OR,POWD,,,20140101
138559,"Systane Ultra Home-Away Pack",86209902482020,706201,OP,SOLN,"0.4-0.3","%",20140101
138560,"Spenco PolySorb Insoles",97800000006300,0,XX,MISC,,,20140101
138561,"Spenco PolySorb OS Insoles",97800000006300,0,XX,MISC,,,20140101
138563,"GNP Glucosamine Chondroit DS",99850000000300,3108501,OR,TABS,,,20140101
138576,"GNP Glucosamine Chondroit TS",99850000000300,2597001,OR,TABS,,,20140101
138577,"Anti-Fungal",90150095000925,727801,EX,LIQD,"25","%",20140101
138578,"Deluxe Instant Ear Thermometer",97701000000000,0,XX,MISC,,,20140101
138579,"Triaminic Nasal & Sinus Cong",42102070102005,2554201,NA,SOLN,"0.05","%",20140101
138581,"Empty Capsule Size 3 Gray/Yllw",98700000000100,59001,XX,CAPS,,,20140101
138582,"Cholecalciferol",77202032000340,298001,OR,TABS,"2000","UNIT",20140101
138583,"Reach Advanced Design",97502010006300,0,XX,MISC,,,20140101
138584,"FD&C Yellow #5",98300093502900,263701,XX,POWD,,,20140101
138585,"Empty Capsule Size 1 Blue/Pink",98700000000100,59001,XX,CAPS,,,20140101
138587,"The Very Finest Fish Oil",80500030000920,2646001,OR,LIQD,,,20140101
138588,"Vitamin D",77202032000340,298001,OR,TABS,"2000","UNIT",20140101
138589,"Citrus Syrup",98402000001200,2174101,OR,SYRP,,,20160406
138590,"Suppository Base",98350070008900,77301,XX,PLLT,,,20140101
138591,"Rollator",97700000000000,0,XX,MISC,,,20140101
138592,"Clofibrate",96466445002900,32301,XX,POWD,,,20140101
138593,"Cefditoren Pivoxil",02300045200340,2646101,OR,TABS,"400","MG",20140101
138597,"Supposiblend",98350070008900,77301,XX,PLLT,,,20140101
138599,"Spectracef",02300045200340,2646101,OR,TABS,"400","MG",20140101
138606,"Cafcit",61300010102060,328201,OR,SOLN,"60","MG/3ML",20140101
138616,"BD Syringe Dual Cannula",97051010006310,0,XX,MISC,"10 ML",,20140101
138617,"BD Saf-T E-Z Set",97052000000000,0,XX,MISC,,,20140101
138618,"BD Microtainer Lancets",97202025006300,0,XX,MISC,,,20140101
138619,"BD Vacutainer Set",97052000000000,0,XX,MISC,,,20140101
138620,"BD Luer-Lok Access Device",97050000006300,0,XX,MISC,,,20140101
138621,"BD Safety-Lok Set",97052000000000,0,XX,MISC,,,20140101
138622,"Insyte Autoguard 20Gx1\"",97052500006300,0,XX,MISC,,,20140101
138623,"BD Saf-T-Intima 24Gx3/4\"",97052500006300,0,XX,MISC,,,20140101
138624,"BD Saf-T-Intima 22Gx3/4\"",97052500006300,0,XX,MISC,,,20140101
138625,"BD Saf-T-Intima 20Gx1\"",97052500006300,0,XX,MISC,,,20140101
138626,"BD Q-Style Access Device",97050000006300,0,XX,MISC,,,20140101
138627,"BD Q-Style Extension Set",97050000006300,0,XX,MISC,,,20140101
138628,"BD Q-Style Vial Adapter",97050000006300,0,XX,MISC,,,20140101
138629,"Pain Relief Cold Congestion",43998304100320,2396201,OR,TABS,"5-10-200-325","MG",20140101
138635,"RA St Johns Wort",95576030000320,935301,OR,TABS,"300","MG",20140101
138638,"RA Hair/Skin/Nails",78310000000300,2646901,OR,TABS,,,20140101
138639,"RA Vinyl Gloves",97702000000000,0,XX,MISC,,,20140101
138658,"Vitamin E Skin",90650030001700,143603,EX,OIL ,"56000","UNIT",20170405
138659,"Pantiliners Unscented Long",97451000004300,0,XX,PADS,,,20140101
138660,"Premium Hearing Aid Batteries",97574010006300,0,XX,MISC,,,20140101
138661,"SM Lambs Wool",97800000004300,0,XX,PADS,,,20140101
138662,"Tru-Fit Knee Support XL",97350000000000,0,XX,MISC,,,20140101
138663,"Motion Sickness Relief",50200050000510,2310001,OR,CHEW,"25","MG",20140101
138664,"SM Iodides",92200020001510,2341101,EX,TINC,,,20140101
138666,"PACLitaxel",21500012001340,625601,IV,CONC,"150","MG/25ML",20140101
138667,"Darunavir Ethanolate",12104520100330,2240301,OR,TABS,"400","MG",20140101
138670,"Prezista",12104520100330,2240301,OR,TABS,"400","MG",20140101
138671,"Imodium Multi-Symptom Relief",47991002080520,3015101,OR,CHEW,"2-125","MG",20140101
138677,"CVS Balanced B-100",78520000000300,2653001,OR,TABS,,,20140101
138678,"CVS Calcium-Magnesium-Zinc",79109903070303,541601,OR,TABS,"333-133-5","MG",20140101
138683,"K-Prime",79700020000810,2329601,OR,TBEF,"25","MEQ",20140101
138685,"Nasal Strips Large",97305010006100,0,XX,STRP,,,20140101
138687,"Irinotecan HCl",21550040102040,789202,IV,SOLN,"500","MG/25ML",20140702
138696,"CVS Stress Formula/Zinc",78122500000300,2650701,OR,TABS,,,20140101
138698,"Comfort-Smooth Baby Wipes/Aloe",97550000006300,0,XX,MISC,,,20140101
138700,"Spenco Gel Insoles",97800000006300,0,XX,MISC,,,20140101
138701,"Spenco Gel Heel Cup Med/Lg",97800000006300,0,XX,MISC,,,20140101
138704,"Spenco Gel Heel Cup Sm/Med",97800000006300,0,XX,MISC,,,20140101
138709,"Glucose",80100020100900,318101,OR,LIQD,,,20140702
138713,"Spenco Gel Arch Insoles Large",97800000006300,0,XX,MISC,,,20140101
138714,"Spenco Gel Heel Insoles One Sz",97800000006300,0,XX,MISC,,,20140101
138715,"Spenco Gel Ball of Foot One Sz",97800000006300,0,XX,MISC,,,20140101
138716,"Spenco For Her Insoles",97800000006300,0,XX,MISC,,,20140101
138717,"Spenco Gel Arch Insoles Small",97800000006300,0,XX,MISC,,,20140101
138718,"Spenco Gel Arch Insoles Medium",97800000006300,0,XX,MISC,,,20140101
138719,"Spenco Kids Polysorb Insoles",97800000006300,0,XX,MISC,,,20140101
138720,"Spenco Kids Comfort Insoles",97800000006300,0,XX,MISC,,,20140101
138732,"Spenco Rx Insoles",97800000006300,0,XX,MISC,,,20140101
138733,"Spenco Rx Arch Insoles",97800000006300,0,XX,MISC,,,20140101
138739,"Prenat w/o A-FeCbGl-DSS-FA-DHA",78516040006340,0,OR,MISC,"35-1 & 300","MG",20140101
138740,"Spenco Rx Heel Insoles",97800000006300,0,XX,MISC,,,20140101
138741,"CVS Miconazole 3-Day Combo App",55104050106464,2530501,VA,KIT ,"200 & 2","MG-% (9GM)",20160406
138743,"RA Central-Vite Cardio",78500000000300,2652001,OR,TABS,,,20140101
138757,"Spenco Rx Ball of Foot Small",97800000006300,0,XX,MISC,,,20140101
138758,"Spenco Rx Ball of Foot Medium",97800000006300,0,XX,MISC,,,20140101
138760,"Spenco Rx Ball of Foot Large",97800000006300,0,XX,MISC,,,20140101
138761,"Spenco Rx Heel Cushions Medium",97800000004300,0,XX,PADS,,,20140101
138762,"Spenco Rx Heel Cushions Large",97800000004300,0,XX,PADS,,,20140101
138763,"Spenco Ironman Gel Insoles Sm",97800000006300,0,XX,MISC,,,20140101
